RACE,DISTANCE,SURFACE,Angles,PROGRAM,PP,Solley4,Top2,HORSE_NAME,AXCIS_ODDS,,,POWER,HI_SPD_SD,Avg Sd,SPEED_L3,CL,PACER,PACER_ALL,DAYS,WODAYSAGO,LAST_WORK,L2Y_S123,R1,R2,LT_MUD,JOCKNAME,TRAINNAME,JOCKNAME,TRAINNAME,JOCKNAME,TRAINNAME,LT_MUD,JOCKNAME,TRAINNAME,LT_MUD,JOCKNAME,TRAINNAME,JOCKNAME,TRAINNAME,LT_MUD,JOCKNAME,TRAINNAME,TRAINNAME,TRAINNAME,TRAINNAME,LT_MUD,JOCKNAME,TRAINNAME
7,6.5,D,yRl1lAcRl, 1,28,360,8,BAYS CASTLE,15/1,,,63.7, 76, 62 65, 53  57  69,, 8.0  6.7  4.7 10, 7.7  6.5  5.2 10, 25, 60 189 462, 4D(FT)PEN: 48.8B,23-3-4-2, 25  7 D 75/ 53: 5- 11, 46 6.5D 74/ 57: 8- 11,  6- 1- 0- 1,"BOCACHICA, ORL","GRACI, KIMBERL"
7,6.5,D,yRl1lAcRl, 4,28,110,2,MONOCACY,12/1L,,,53.4, 71, 59 60, 54  51  62,, 5.8  5.6  4.3 10, 6.5  6.2  5.1 10, 39, 18  53  60, 5D(FT)CDT:104.0B,15-1-1-3, 39  6 D 79/ 54: 6-8.5,181 6.5E 77/ 51: 8-9.6,  1- 0- 0- 0,"MENDEZ, MARSHA","KING, BARRY"
8,7,D,yRl1lJtAcRlXm, 4,108,480,8,ROAD PARTY, 2/1,,,80.8, 84, 77 78, 84  79  77,, 1.7  1.5  2.0  7, 2.0  1.5  2.2  8, 41, 64 284 473, 4D(GD)HTF: 49.2B,8-3-3-1, 41  7 D 75/ 84: 1-6.8,209  7 D 79/ 79: 2-6.8,  3- 0- 2- 0,"MENDEZ, MARSHA","GRIGSBY, ANTHO"
8,7,D,yRlBh1lM2AcRlFb, 7,71,240,5,CHANGE YOUR LUCK, 6/1,,,75, 89, 65 69, 79  60  68,, 1.5  1.5  4.2  7, 1.9  1.9  5.3 10, 19, 29  39  53, 4D(FT)CT : 47.8B,11-3-0-1, 19 6.5D 74/ 79: 1-1.3,201 4.5D 78/ 60: 8-9.9,  6- 1- 0- 0,"MONTANO, JOSE","PICKETT, CRYST"
8,7,D,yRlWoO11lAcRlXm, 6,70,600,8,PENGUIN PARADE, 9/2,,,83.9, 89, 79 79, 87  75  82,, 5.0  4.9  4.6 10, 5.0  4.9  4.6 10, 39,  4  15  46, 3D(FT)CT : 37.4B,16-2-6-1, 39 6.5D 86/ 87: 4-1.4, 74  7 D 89/ 75: 4-6.5, 10- 1- 4- 0,"CONCEPCION, AX","RUNCO, JEFF"
8,7,D,Rl1lAcRl, 2,58,40,5,PAYMENGOLD, 5/1,,,57.4, 75, 59 75, 61  75  79,, 4.5  3.6  2.7  1, 4.8  6.4  3.5  5,256, 14  69  74, 4D(FT)CT : 48.0Bg,5-2-0-1,256  6 D 82/ 61: 8- 13,270 6.5D 76/ 75: 3-1.5,  0- 0- 0- 0,"LATCHMAN, RESH","JOHNSON, DEWAY"
8,7,D,yRlO11lAcRl, 3,57,300,7,SPANGLISH, 5/2,,,86.6, 91, 79 79, 89  80  86,, 5.0  4.9  5.5 10, 5.0  4.9  5.5 10, 39, 83 176 211, 4D(FT)CT : 54.4B,12-2-3-1, 39 6.5D 86/ 89: 2- hd, 74  7 D 89/ 80: 2-3.8, 10- 2- 2- 3,"WHITACRE, GRAN","MEEHAN, ELIZAB"
8,7,D,yRlO1C41lAcRl, 1,55,170,2,BOSS E BOOGS,10/1,,,73.7, 83, 66 68, 83  77  57,, 4.8  5.5  6.7  4, 4.5  5.5  6.7  6, 39,207 228 242, 4D(FT)CT : 51.6Bg,6-0-0-1, 39 6.5D 86/ 83: 5-3.1, 53 6.5D 84/ 77: 3-0.8,  2- 0- 0- 1,"BUTTERFLY, BRY","STEHR, JOSEPH"
8,7,D,yRl1lAcRl, 5,16,70,2,REMYS SHOWTIME,15/1,,,70.4, 83, 70 76, 56  78  62,, 3.5  3.8  5.7 10, 5.1  4.2  5.8 10, 20,  4 158 473, 4D(FT)CT : 52.2B,21-0-3-7, 20 4.5D 80/ 56: 6-7.4, 39 6.5D 86/ 78: 6-5.6,  6- 1- 0- 2,"BOCACHICA, ORL","JONESJR, MICHA"
9,6.5,D,yRlC41lJtAcRlXm, 6,98,290,5,DRUNK TEXT, 7/2,,,46.4, 55, 47 55, 55  33  50,, 1.3  1.3  1.3  1, 2.7  1.3  3.5  4, 19, 28  83  91, 4D(FT)CT : 48.4Bg,4-1-1-0, 19 6.5D 53/ 55: 1-4.8, 40 4.5D 50/ 33: 5-4.3,  2- 1- 0- 0,"BOCACHICA, ARN","FARRIOR, ANTHO"
9,6.5,D,RlC41lJtAcRlXm, 8,91,220,7,MISTER DEEKS,15/1,,,37.9, 48, 40 40, 35  46  36,, 2.5  2.6  4.0  6, 2.5  2.6  4.0  6,159,  5  64 190, 4D(FT)HTF: 51.0B,6-1-0-3,159 6.5D 61/ 35: 7- 10,181  7 D 44/ 46: 1- nk,  2- 0- 1- 1,"RIOSCONDE, ALE","ROFE, JEAN"
9,6.5,D,yRl1lJtM2AcRl,10,79,160,4,OCEAN STORM, 6/1,,,52.1, 55, 43 55, 55  31,, 2.0  1.0  1.0  1, 4.7  1.0  4.5  2, 33, 40  74  89, 4D(FT)CT : 48.2B,2-1-0-0, 33  7 D 42/ 55: 1-2.8, 60 4.5D 46/ 31: 8-7.1,  0- 0- 0- 0,"MENDEZ, MARSHA","MCKEE, CYNTHIA"
9,6.5,D,yRlBh1lAcRl, 2,67,30,2,DEVIL'S CANYON,10/1,,,50, 57, 42 44, 50  24  43,, 4.2  4.4  5.3  6, 4.0  4.1  5.4  7, 20, 32  37  46, 5D(FT)CT :105.0B,7-1-0-0, 20  7 D 64/ 50: 4-4.8, 76  7 D 58/ 24: 6- 22,  4- 1- 0- 0,"BUTTERFLY, BRY",MALGARINIMAWIN
9,6.5,D,yRl1lJtAcRl, 3,65,200,5,SWISS LEGACY, 3/1,,,47.8, 70, 49 45, 55  47  70,, 3.2  4.8  6.0  4, 3.9  4.8  6.1  5, 60,  8 106 113, 3D(FT)CT : 37.2B,5-0-1-1, 60  7 D 58/ 55: 3-6.3, 90 6.5D 71/ 47: 8- 14,  1- 0- 0- 0,"HO, WESLEY","CONTRERAS, JAV"
9,6.5,D,Rl1lAcRlFb, 4,61,210,4,HARPERSGONEFISHING, 8/1,,,50.2, 64, 50 50, 51  34  56,, 4.0  4.4  5.1  6, 4.0  4.4  5.1  6, 60, 18  32  88, 3D(FT)CT : 39.0B,6-1-0-2, 60  7 D 58/ 51: 5-8.6, 83 6.5D 72/ 34: 7- 24,  1- 0- 0- 1,"CONCEPCION, AX","CARLISLE, JOHN"
9,6.5,D,yRlGlC41lJtAcRl, 9,56,210,2,ALLEGHENY HERO, 8/1,,,42.5, 11, 32  6, 46  49  52,, 3.9  4.8  7.6  2, 4.7  4.8  4.8  9, 40,  4 165 179, 3D(FT)CT : 39.6B,9-1-1-1, 40 4.5D 50/ 46: 1-2.3, 60 4.5D 46/ 49: 3-1.0,  4- 0- 0- 0,"LOPEZ, CARLOS","GRAMS, TIMOTHY"
9,6.5,D,yRl1lAcRlFb, 5,41,350,8,FELICIAS CASTLE, 9/2L,,,57.6, 72, 56 56, 57  64  50,, 8.1  6.8  5.0 10, 8.1  6.8  5.0 10,  5,341 474 523, 4D(FT)CT : 51.4B,23-1-7-6,  5  7 D 71/ 57: 9-6.9, 32  7 D 77/ 64: 8-6.8,  4- 0- 1- 0,"NUNEZ, JUAN","SMITH, OSBORNE"
9,6.5,D,yRl1lAcRlFb, 7,30,0,2,BOBBYS CASE LOAD,15/1,,,36, 39, 34 29, 13  36  54,, 3.4  3.4  6.3  4, 4.8  3.4  5.5 10, 34, 75 189 237, 3D(FT)CT : 36.8B,10-1-0-1, 34 4.5D 53/ 13: 5- 12, 53 4.5D 68/ 36: 8- 10,  7- 1- 0- 1,"MONTANO, JOSE","PICKETT, CRYST"
9,6.5,D,yRl1lAcRlFb, 1,18,30,2,ROCKING TO HOME,15/1,,,42.7, 40, 43 39, 33  46  37,, 5.0  6.1  7.2  2, 5.1  6.1  6.3 10, 34, 56 131 267, 3D(MY)CT : 37.4B,19-1-3-2, 34 4.5D 53/ 33: 2-5.0, 46 4.5D 61/ 46: 2-3.3,  6- 0- 1- 1,"RIVERA, JAVIER","OBEDLETTS, KET"












































































,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HERNANDEZ, AND","MOORE, MICHAEL"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ROWLAND, MADEL","HENDRIKS, MCLA"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KARAMANOS, HOR","AGUIRREJR, ANT"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CARRASCO, VICT","TROMBETTA, MIC"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TREJOS, JOSEPH","RODRIGUEZ, JOS"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TOLEDO, JEVIAN","ELAMRI, HASSAN"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TOLEDO, JEVIAN","FARRIOR, ANTHO"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VELAZQUEZ, JOH","WARD, WESLEY"
